MOD15A2H.A2000049.h30v12.006.2020041210828.Lai_500m,MOD15A2H,A2000049,Lat-33.6152Lon150.7236Samp17Line17,2020041210828,F,F,F,F,F,F,F,F,F,F,F,F,F,0.2,0.2,0.2,0.3,F,F,F,F,F,F,F,F,F,F,F,F,0.2,0.2,F,F,F,F,F,F,F,F,F,F,F,0.1,0.1,0.3,0.2,0.2,F,F,F,0.7,F,F,F,F,F,F,F,0.1,0.3,0.4,0.3,0.5,F,0.3,0.7,0.3,0.3,F,F,F,F,F,F,F,F,F,F,0.3,F,0.2,0.5,0.5,0.5,F,F,F,F,F,F,F,0.1,F,F,F,0.3,0.3,0.3,0.5,F,F,F,F,F,F,F,F,F,F,F,0.3,0.3,0.3,0.6,0.8,0.8,0.5,F,F,F,F,F,F,F,F,F,F,0.3,0.8,1.0,0.8,F,F,F,F,F,F,F,F,F,F,0.3,0.4,0.8,0.8,0.8,F,F,F,F,F,F,F,F,F,F,F,0.3,0.3,0.7,0.7,0.8,F,F,0.8,0.8,0.6,F,F,F,F,F,F,0.3,0.7,0.7,0.6,F,F,F,0.9,0.8,F,F,0.6,1.0,1.1,F,0.3,F,0.5,0.5,0.5,F,F,1.0,0.9,1.0,0.6,0.6,F,F,1.1,F,0.3,0.5,F,F,F,0.5,0.5,0.5,0.6,0.6,0.6,0.6,F,F,F,F,F,0.3,0.3,F,F,0.5,0.5,0.5,F,F,F,F,F,F,F,F,F,F,F,F,F,0.5,0.5,0.5,0.7,F,F,F,F,F,0.2,F,F,0.6,0.6,F,0.9,0.9,0.5,0.8,0.8,0.7,F,F,F,0.2,0.2,0.5,0.5,0.5,F,F,F,1.0,1.5,1.4,1.4,F,F,F,F,F,F,F,F,F,F,F,F
MOD15A2H.A2023305.h30v12.006.2023314052815.Lai_500m,MOD15A2H,A2023305,Lat-33.6152Lon150.7236Samp17Line17,2023314052815,5.6,6.1,6.1,1.8,1.7,1.7,0.9,1.1,1.6,1.6,1.6,1.4,1.4,1.4,0.9,0.8,0.7,6.1,5.5,2.0,1.4,1.7,1.5,1.5,1.5,1.1,1.4,1.5,1.4,1.3,0.7,0.7,0.7,F,5.5,F,1.7,1.3,1.5,1.6,1.2,1.2,1.2,1.5,1.4,1.0,0.6,0.6,1.1,F,1.3,5.0,1.5,1.3,1.5,1.1,1.2,1.4,1.4,1.5,1.6,1.2,1.4,1.1,1.1,0.5,1.0,1.0,1.8,1.8,1.4,0.8,0.9,1.5,1.4,1.5,1.5,0.7,0.7,1.2,0.5,F,0.9,1.0,F,1.7,1.2,0.8,0.9,1.3,1.4,0.9,0.9,1.0,1.5,0.7,1.0,0.7,0.9,F,F,F,1.4,0.9,0.9,1.3,1.4,1.0,2.0,1.3,1.0,0.7,0.8,0.7,0.8,0.6,0.9,F,F,0.7,0.7,1.5,1.1,1.2,1.5,F,F,0.8,1.2,1.4,0.6,0.6,0.6,F,F,0.7,1.5,1.5,1.4,1.4,F,1.1,1.1,1.2,1.2,1.1,0.7,0.7,0.8,0.8,0.8,0.6,0.8,1.3,1.8,1.3,F,0.7,0.9,1.1,1.1,1.2,1.6,0.9,0.6,0.6,0.5,0.6,0.8,1.0,1.3,F,F,0.7,1.0,1.0,0.7,1.2,1.2,1.3,0.7,0.7,0.7,0.7,0.7,0.8,1.2,F,0.6,F,1.1,0.7,0.7,0.7,0.7,1.0,0.7,1.1,1.1,1.1,1.3,F,1.2,F,0.8,1.1,F,F,F,0.7,0.7,0.7,1.0,0.8,1.3,1.1,0.5,1.1,F,F,F,0.7,0.5,0.6,0.7,0.7,0.7,0.7,0.7,1.0,0.9,1.1,0.5,F,F,F,F,F,1.0,1.0,0.7,0.7,1.1,1.1,0.7,0.7,1.1,0.7,1.2,F,1.0,F,F,0.9,0.9,F,0.7,0.7,1.2,1.4,1.3,0.8,1.0,1.1,1.1,1.1,1.1,1.1,1.0,0.9,1.0,1.2,F,1.3,1.1,0.7,0.8,0.8,0.7,1.2,0.6,0.5,1.1,2.2,2.4,2.4,1.2,1.1,1.1
MOD15A2H.A2023313.h30v12.006.2023323023854.Lai_500m,MOD15A2H,A2023313,Lat-33.6152Lon150.7236Samp17Line17,2023323023854,5.9,6.2,6.2,1.7,1.6,2.1,0.9,1.2,1.3,1.3,1.3,1.2,1.6,1.4,0.9,0.8,0.7,6.2,4.6,1.6,1.4,1.6,1.6,1.6,1.3,1.3,1.1,1.3,1.2,1.3,0.7,0.5,0.7,F,6.1,5.3,1.7,1.3,1.2,1.2,1.2,1.3,1.0,1.4,1.4,1.4,0.6,0.6,1.3,F,1.7,4.2,1.4,1.4,1.6,1.2,1.3,1.4,1.4,1.2,1.6,1.0,1.5,1.6,1.2,1.6,1.2,1.2,1.5,1.5,1.6,0.9,0.9,1.4,1.1,1.5,1.6,1.0,0.8,1.4,1.0,1.3,1.7,1.2,F,1.2,1.2,1.0,0.9,1.1,1.1,0.9,0.9,0.9,2.1,1.0,1.0,0.8,1.3,F,F,F,1.0,0.8,1.0,1.4,1.7,1.3,2.0,2.0,1.2,0.9,1.0,0.7,1.0,0.9,0.9,F,F,0.7,0.9,1.5,1.1,1.4,2.0,F,F,0.9,1.5,1.5,0.7,0.9,0.6,F,F,0.7,1.5,1.5,1.2,1.7,F,1.1,1.4,1.0,1.3,1.1,1.0,0.7,0.7,0.7,0.7,0.7,1.0,1.8,1.5,1.2,F,1.0,0.8,1.1,1.3,1.1,1.1,1.1,0.7,0.7,0.7,0.7,0.8,1.0,1.0,F,F,0.8,0.9,1.1,0.8,1.2,1.2,1.1,0.7,0.7,0.7,0.7,0.6,1.0,1.0,F,0.7,F,1.1,0.7,0.7,0.7,0.7,1.1,0.7,0.9,1.3,1.3,0.9,F,1.0,F,0.7,1.1,F,F,F,0.7,0.7,0.7,0.9,0.7,1.1,0.9,0.7,0.8,F,F,F,0.7,0.5,0.7,0.7,0.9,0.7,0.7,0.7,1.0,1.1,0.9,0.7,F,F,F,F,F,0.6,1.1,0.7,0.7,1.0,1.2,0.7,0.7,1.2,0.9,1.2,F,0.9,F,F,0.8,0.8,F,0.7,0.9,1.0,1.2,1.2,0.8,0.8,1.1,0.9,1.1,0.9,0.9,1.0,1.0,0.7,1.1,F,1.0,1.0,0.7,0.7,0.8,0.7,1.1,0.7,0.7,1.2,2.8,2.8,2.8,1.0,1.0,1.3
MOD15A2H.A2023321.h30v12.006.2023332023446.Lai_500m,MOD15A2H,A2023321,Lat-33.6152Lon150.7236Samp17Line17,2023332023446,5.5,5.5,5.8,2.0,2.1,1.9,1.0,1.2,1.8,1.7,1.6,1.5,1.5,1.4,1.1,0.8,0.7,5.5,F,1.9,1.4,1.8,1.7,1.6,1.5,1.5,1.4,1.4,1.5,1.4,0.7,0.5,0.7,F,5.3,F,1.9,1.5,1.7,1.6,1.5,1.4,1.2,1.6,1.3,1.3,0.5,0.7,1.5,F,1.9,5.0,1.9,1.5,1.7,1.4,1.4,1.4,1.2,1.6,1.6,1.2,1.5,1.6,1.5,1.5,1.2,1.0,1.6,1.6,1.4,1.1,1.1,1.4,1.5,1.5,1.5,0.9,0.7,1.6,1.3,F,F,1.0,F,1.5,1.4,1.0,1.1,1.4,1.3,1.0,1.1,0.9,1.4,0.8,1.0,0.7,0.9,F,F,F,1.4,0.9,0.9,1.5,1.6,1.1,1.9,2.3,1.3,1.4,1.0,0.8,0.9,0.9,0.9,F,F,0.7,0.7,1.5,1.2,1.5,1.9,F,F,0.7,1.6,1.4,0.8,0.7,0.7,F,F,0.7,1.5,1.3,2.2,1.5,F,1.1,1.3,1.3,1.6,1.4,0.7,0.8,0.8,0.7,1.0,0.9,0.9,1.3,1.7,1.2,F,0.7,0.9,1.3,1.3,1.8,1.6,0.7,0.8,0.7,0.7,0.6,0.9,0.7,1.2,F,F,0.5,1.1,1.1,0.8,1.2,1.2,1.1,0.6,0.8,0.8,1.7,0.8,1.1,1.1,F,0.6,F,1.1,0.7,0.8,0.7,0.8,1.1,1.0,1.0,1.9,1.9,1.1,F,1.2,F,0.7,1.2,F,F,F,0.7,0.7,1.0,1.1,1.7,2.1,1.3,0.6,0.8,F,F,F,0.4,0.5,0.5,0.7,0.8,0.8,1.0,1.0,1.1,1.0,0.9,0.7,F,F,F,F,F,1.1,1.1,0.7,0.7,1.2,1.4,0.7,0.7,1.2,0.8,1.2,F,0.8,F,F,0.9,0.8,F,0.7,0.8,1.4,1.4,1.4,0.8,0.8,1.2,1.1,1.1,1.0,1.1,1.1,1.2,1.1,1.1,F,1.4,1.4,0.8,0.8,0.8,0.8,1.0,0.8,0.8,1.2,2.2,2.4,2.0,1.1,1.2,1.2
MOD15A2H.A2023329.h30v12.006.2023340053340.Lai_500m,MOD15A2H,A2023329,Lat-33.6152Lon150.7236Samp17Line17,2023340053340,6.2,5.9,6.5,2.3,1.7,2.4,1.3,1.7,2.2,2.2,2.0,1.7,2.0,1.8,1.4,0.9,0.7,6.2,5.9,2.4,1.7,2.4,2.2,2.1,1.9,1.7,1.2,1.7,1.7,1.5,0.8,0.7,0.9,F,6.2,F,2.3,1.9,2.0,1.8,1.6,1.7,1.6,1.8,1.8,1.5,1.1,0.8,1.7,F,2.4,5.9,1.9,2.0,2.1,1.8,1.6,1.5,1.7,1.7,2.0,1.7,1.9,2.0,2.2,1.7,1.4,1.6,2.0,2.1,1.8,1.3,1.2,1.7,1.8,1.6,1.9,1.2,1.2,1.8,1.9,2.2,2.5,1.6,F,1.8,1.8,1.3,1.2,1.7,1.5,1.0,1.2,1.1,1.7,1.1,1.2,1.4,1.2,F,F,F,1.7,1.2,1.4,1.5,1.7,1.4,2.6,2.3,1.3,1.5,1.1,1.0,1.1,1.1,1.1,F,F,0.9,1.0,1.9,1.5,1.6,2.1,F,F,1.5,2.0,2.0,1.1,1.1,0.9,F,F,1.1,1.9,2.0,2.2,2.1,F,1.1,1.7,1.5,1.4,1.5,1.3,1.1,1.3,1.6,1.6,1.4,1.4,1.5,2.3,1.1,F,1.3,1.1,1.4,1.5,1.7,1.7,1.1,1.0,1.1,1.0,1.4,1.4,0.9,1.6,F,F,0.9,1.3,1.3,1.1,1.8,1.6,1.6,1.0,1.0,1.0,1.3,1.0,1.1,1.4,F,0.7,F,1.3,1.0,1.0,1.0,1.0,1.3,1.0,1.3,1.1,1.5,1.2,F,1.0,F,1.0,1.3,F,F,F,1.0,1.0,1.0,1.3,0.9,1.4,1.0,1.0,1.2,F,F,F,0.9,0.6,0.8,1.0,1.0,1.0,1.0,1.0,1.0,1.4,1.7,0.9,F,F,F,F,F,1.3,1.2,1.0,1.0,1.4,1.4,1.0,1.0,1.7,1.2,1.4,F,0.9,F,F,1.2,1.1,F,0.9,0.9,1.4,1.4,1.5,1.0,1.2,1.8,1.4,1.4,1.3,1.3,1.2,1.1,1.2,1.4,F,1.6,1.6,1.1,1.1,1.0,1.0,1.3,0.7,0.9,1.2,2.9,3.1,2.7,1.4,1.3,1.4
MOD15A2H.A2023337.h30v12.006.2023346035508.Lai_500m,MOD15A2H,A2023337,Lat-33.6152Lon150.7236Samp17Line17,2023346035508,5.0,5.0,5.1,2.2,2.6,2.2,1.2,1.2,1.9,2.0,1.8,1.7,1.7,1.7,0.9,0.7,1.0,6.2,5.1,2.3,1.5,2.2,2.0,1.9,1.9,1.7,1.6,1.5,1.5,1.4,1.1,0.6,0.7,F,4.7,5.5,2.1,1.8,1.8,1.7,1.5,1.2,1.4,1.6,1.7,1.4,0.6,0.9,1.7,F,2.2,4.9,1.9,1.8,1.8,1.7,1.6,1.6,1.6,1.7,1.7,1.3,1.8,1.7,1.6,2.2,1.2,1.2,1.8,1.8,1.9,1.1,1.1,1.7,1.6,1.6,1.7,0.9,0.8,1.7,1.4,1.7,1.8,1.4,F,1.7,1.7,1.1,1.0,1.1,1.6,1.1,1.1,1.1,2.0,1.1,0.9,1.2,1.1,F,F,F,1.6,1.0,1.0,1.1,1.8,1.5,2.2,2.2,1.4,1.2,1.2,0.9,1.1,1.0,1.0,F,F,0.9,0.8,1.7,1.2,2.0,2.0,F,F,1.0,1.8,1.2,1.3,1.0,0.9,F,F,1.1,1.7,1.8,1.8,1.8,F,1.0,1.2,1.2,1.2,1.6,0.9,1.0,1.0,1.0,1.4,1.4,1.1,1.6,2.1,1.2,F,1.3,0.9,1.3,1.6,1.7,1.7,1.2,1.0,0.9,0.7,1.0,1.0,1.0,1.4,F,F,0.7,1.0,1.3,1.1,1.7,1.8,1.6,0.9,0.9,1.0,1.4,0.9,1.0,1.4,F,0.8,F,1.3,0.9,1.0,1.0,0.9,1.4,1.0,1.3,1.4,1.4,1.6,F,1.4,F,1.0,1.1,F,F,F,0.9,1.0,1.0,1.5,1.0,1.3,1.3,0.7,1.1,F,F,F,0.7,0.6,0.6,1.0,1.1,1.0,1.1,1.0,1.3,1.2,1.4,1.0,F,F,F,F,F,1.0,1.2,0.9,0.9,1.5,1.5,1.1,0.8,1.3,1.0,1.5,F,1.2,F,F,1.2,1.0,F,0.7,1.1,1.5,1.6,1.4,1.1,1.1,1.4,1.4,1.4,1.2,1.4,1.4,1.4,1.1,1.3,F,1.5,1.4,0.9,0.9,1.0,1.1,1.5,0.9,0.9,1.4,3.7,3.2,3.7,1.4,1.5,1.8
MOD15A2H.A2023345.h30v12.006.2023354054025.Lai_500m,MOD15A2H,A2023345,Lat-33.6152Lon150.7236Samp17Line17,2023354054025,3.1,6.2,3.2,1.6,2.4,1.9,0.9,1.2,1.6,1.6,1.5,1.4,1.3,1.3,0.9,0.6,0.5,6.2,3.8,2.0,1.2,1.7,1.6,1.6,1.6,1.6,1.4,1.2,1.2,1.1,0.5,0.5,0.5,F,6.6,3.1,1.7,1.6,1.6,1.6,1.5,1.3,1.1,1.3,1.4,1.1,0.4,0.6,1.1,F,1.4,3.2,1.6,1.6,1.6,1.4,1.4,1.4,1.4,1.3,1.4,1.0,1.4,2.1,1.5,2.0,1.2,1.0,1.6,1.5,1.4,1.0,0.9,1.4,1.4,1.3,1.4,0.8,0.8,2.1,1.4,1.2,1.7,1.0,F,1.2,1.4,1.0,0.9,1.3,1.4,0.7,1.0,0.7,1.8,1.0,1.0,1.0,0.9,F,F,F,1.3,0.9,1.0,1.4,1.6,1.3,2.4,1.7,1.2,1.1,1.0,0.8,1.0,0.8,0.8,F,F,0.7,0.8,1.5,1.0,1.4,1.1,F,F,1.0,1.3,1.5,0.8,0.9,0.7,F,F,0.9,1.4,1.4,1.0,2.0,F,0.9,1.4,1.1,1.1,1.1,0.7,0.8,0.9,1.0,1.2,1.1,1.7,1.4,1.4,1.0,F,1.5,0.9,1.0,1.0,1.4,1.6,1.0,0.9,0.8,0.7,0.9,1.3,0.9,1.0,F,F,0.6,0.9,1.0,0.8,1.2,1.6,1.4,0.7,0.7,0.7,0.9,0.7,1.1,1.1,F,0.4,F,0.9,0.5,0.5,0.9,0.8,1.2,0.6,0.8,1.0,1.0,0.9,F,0.9,F,0.6,0.9,F,F,F,0.6,0.6,0.7,1.1,0.6,1.0,1.0,0.7,0.8,F,F,F,0.3,0.5,0.4,0.7,0.7,0.7,0.8,0.8,1.0,1.0,0.9,0.6,F,F,F,F,F,0.7,0.9,0.5,0.6,1.1,1.3,0.8,0.7,1.1,0.9,1.2,F,0.8,F,F,1.0,0.8,F,0.7,0.7,1.1,1.3,1.1,0.7,0.8,1.1,1.0,1.0,0.8,0.8,0.8,0.7,0.8,0.8,F,1.2,1.2,0.6,0.6,0.6,0.7,1.1,0.5,0.7,0.9,1.7,1.7,1.6,0.9,1.3,1.2
MOD15A2H.A2023353.h30v12.006.2023365115230.Lai_500m,MOD15A2H,A2023353,Lat-33.6152Lon150.7236Samp17Line17,2023365115230,0.5,F,F,2.5,2.4,1.9,1.2,1.3,0.9,0.9,0.9,1.7,2.2,1.9,1.2,0.8,0.5,F,F,3.2,1.7,1.9,1.9,1.6,1.8,1.8,1.6,1.7,1.9,1.6,0.7,0.4,0.7,F,F,F,2.3,1.9,2.0,1.9,1.2,1.2,1.6,1.7,1.6,1.4,0.7,0.7,1.3,F,1.5,F,1.7,1.8,0.7,0.7,0.7,1.2,1.5,1.7,1.8,1.4,1.7,1.5,1.2,1.2,1.2,1.2,1.5,0.7,0.7,0.6,1.1,1.8,2.4,1.6,1.7,1.0,0.9,1.8,1.2,1.4,1.7,1.0,F,1.1,0.7,0.6,0.9,1.9,1.5,1.1,1.4,1.0,1.6,0.8,1.0,1.0,1.1,F,F,F,0.7,0.8,0.8,1.7,2.2,1.2,2.6,2.0,1.2,1.2,0.9,0.9,1.1,0.8,0.5,F,F,0.8,0.7,1.7,1.2,1.6,1.5,F,F,0.6,1.8,1.8,1.1,1.1,1.1,F,F,1.2,1.6,1.4,2.3,1.7,F,1.3,1.6,0.7,1.8,1.6,1.0,1.0,1.2,1.1,1.1,1.7,2.9,1.4,1.5,1.3,F,0.5,0.5,0.7,1.3,1.5,2.1,1.2,0.8,1.1,0.9,1.2,1.6,0.6,1.2,F,F,0.5,0.5,0.5,0.9,1.6,1.7,1.9,0.8,0.6,0.8,1.1,1.0,0.6,1.1,F,0.5,F,1.0,0.8,0.7,0.7,0.4,1.9,1.0,1.3,0.7,0.7,0.4,F,1.1,F,0.5,0.9,F,F,F,0.7,0.6,0.8,1.4,1.0,0.7,0.4,0.2,0.7,F,F,F,0.5,0.5,0.4,0.7,0.7,0.5,1.0,1.1,0.7,0.7,0.7,0.6,F,F,F,F,F,1.1,1.1,0.7,0.9,1.3,1.0,0.5,0.6,1.3,0.6,1.0,F,1.1,F,F,0.7,0.7,F,0.3,0.4,0.9,1.1,1.1,0.6,0.9,0.9,1.3,1.4,1.3,0.7,1.1,0.7,0.9,1.4,F,0.9,1.2,0.8,0.6,0.9,1.0,1.4,0.6,0.6,0.8,3.4,0.8,0.8,0.9,1.2,0.9
MOD15A2H.A2023361.h30v12.006.2024005181916.Lai_500m,MOD15A2H,A2023361,Lat-33.6152Lon150.7236Samp17Line17,2024005181916,5.5,5.5,5.8,2.8,3.0,3.1,1.5,2.1,2.7,2.6,2.4,2.2,2.3,2.2,1.9,1.0,1.0,5.5,6.2,2.7,2.0,2.7,2.3,2.5,2.5,2.3,2.4,2.2,2.1,2.2,1.0,0.7,1.0,F,6.1,6.1,2.5,2.0,2.3,2.4,2.4,2.2,2.2,2.2,2.2,2.2,1.4,1.1,2.2,F,2.2,5.6,2.5,2.2,2.2,2.1,1.9,2.2,2.3,2.0,2.4,2.3,3.0,2.8,2.2,2.4,1.3,1.9,2.2,2.1,2.2,1.7,1.3,2.2,2.0,2.1,2.6,1.6,1.5,2.1,1.6,1.6,1.7,1.3,F,2.0,2.1,1.7,1.7,2.0,1.9,1.6,1.8,1.6,2.0,1.0,1.2,1.2,1.7,F,F,F,2.1,1.7,2.0,2.5,2.6,1.6,3.7,2.3,1.3,1.4,1.3,1.2,1.7,2.0,1.6,F,F,1.4,1.3,2.4,1.5,2.4,2.3,F,F,1.1,1.9,2.5,2.0,1.9,1.2,F,F,1.6,2.0,2.4,2.8,1.9,F,1.6,2.0,1.7,1.9,1.8,1.3,1.8,1.5,1.6,1.6,1.7,4.0,1.9,2.1,1.5,F,1.0,1.4,1.6,1.8,2.3,2.6,1.7,1.5,1.6,1.4,2.0,2.8,1.7,2.0,F,F,1.0,1.4,2.0,1.6,2.2,1.9,1.9,1.5,1.1,1.1,2.1,1.6,1.6,2.1,F,0.8,F,1.6,1.1,1.0,1.0,1.3,1.9,1.0,1.6,1.2,2.1,2.2,F,1.5,F,0.8,1.4,F,F,F,1.3,1.4,1.5,2.0,1.2,1.6,1.6,1.0,1.5,F,F,F,0.9,0.7,0.7,1.3,1.7,1.5,1.5,1.6,2.0,1.6,1.7,1.3,F,F,F,F,F,1.4,1.4,1.3,1.0,2.0,2.0,1.4,1.3,1.9,1.4,2.0,F,1.3,F,F,1.5,1.3,F,0.9,1.4,2.0,2.0,1.9,1.3,1.6,1.9,1.7,1.7,1.4,1.0,1.3,1.2,1.2,1.3,F,2.0,2.2,1.0,1.0,1.4,1.4,1.7,1.0,0.8,1.0,3.9,3.9,2.6,1.0,1.5,2.1
MOD15A2H.A2024001.h30v12.006.2024011200156.Lai_500m,MOD15A2H,A2024001,Lat-33.6152Lon150.7236Samp17Line17,2024011200156,5.5,5.5,6.7,2.1,3.0,3.1,1.5,2.1,2.7,2.6,2.4,2.2,2.3,2.2,1.9,1.0,1.0,5.5,6.7,2.1,1.6,2.7,2.3,2.5,2.5,2.3,2.4,2.2,2.1,1.9,1.0,0.7,1.0,F,6.1,6.1,1.5,2.0,1.9,1.9,1.9,2.2,2.2,2.2,2.2,2.2,1.4,0.9,2.0,F,2.2,5.6,1.5,1.7,1.6,1.7,1.9,2.2,2.3,2.0,2.4,2.3,3.0,2.8,1.5,1.5,1.3,1.9,1.5,1.5,1.5,1.4,1.3,2.2,2.0,2.1,2.6,1.6,1.5,2.1,1.1,1.6,1.6,1.2,F,1.5,1.5,1.3,1.7,2.0,2.0,1.7,1.4,1.6,2.0,0.9,1.2,1.2,1.7,F,F,F,1.5,1.9,2.0,2.5,2.5,1.6,3.7,2.3,1.2,1.4,1.3,1.2,1.7,2.0,1.3,F,F,1.4,1.3,2.4,1.4,2.4,2.2,F,F,1.1,1.9,2.5,2.0,1.9,1.2,F,F,1.4,2.0,2.4,2.6,1.9,F,1.6,2.0,1.6,1.8,1.4,1.3,1.8,1.5,1.6,1.8,3.1,5.0,1.9,2.0,1.5,F,1.0,1.4,1.8,1.8,2.1,2.6,1.7,1.5,1.6,1.2,1.7,2.0,1.2,2.0,F,F,1.0,1.4,2.0,1.6,2.2,1.9,1.9,1.5,1.1,1.1,2.1,1.6,1.5,1.7,F,0.8,F,1.6,0.9,1.0,1.0,1.3,1.9,1.0,1.6,1.2,1.2,1.7,F,1.4,F,1.4,1.2,F,F,F,1.0,1.1,1.5,1.6,1.0,1.6,1.6,1.0,1.5,F,F,F,0.7,0.7,0.7,1.3,1.7,1.5,1.5,1.6,2.0,1.6,1.6,1.1,F,F,F,F,F,1.4,1.0,1.3,1.0,2.0,2.0,1.4,1.3,1.7,1.4,2.0,F,1.0,F,F,1.4,1.1,F,0.9,1.4,2.0,1.8,1.9,1.3,1.6,1.9,1.5,1.0,1.0,1.0,1.3,1.1,1.0,1.0,F,2.0,2.2,1.0,1.0,1.4,1.3,1.1,1.0,0.8,1.0,3.9,3.9,1.3,1.0,1.0,2.1
MOD15A2H.A2024009.h30v12.006.2024022175133.Lai_500m,MOD15A2H,A2024009,Lat-33.6152Lon150.7236Samp17Line17,2024022175133,5.8,5.8,6.4,F,F,F,F,1.1,2.8,1.8,1.8,1.8,1.8,1.9,1.5,1.2,0.9,6.0,6.4,F,F,F,0.6,0.6,2.2,2.2,F,1.9,2.1,2.1,0.9,0.7,0.7,F,6.0,6.0,F,F,F,F,F,F,1.9,1.9,1.5,1.4,0.9,0.6,1.3,F,0.9,6.0,1.9,1.1,F,0.2,F,2.3,2.3,2.3,1.6,1.2,1.8,1.1,1.1,1.1,0.6,1.0,1.8,1.9,1.3,0.2,F,1.8,2.0,2.0,1.9,1.1,0.9,1.3,0.7,1.1,1.1,0.9,F,1.8,0.3,F,F,1.8,1.6,0.7,0.9,0.7,1.1,0.9,0.9,1.5,2.4,F,F,F,1.1,1.0,1.0,1.3,0.7,0.5,1.6,1.4,0.8,1.6,1.6,1.5,2.5,2.2,1.8,F,F,1.3,0.9,1.5,0.8,1.1,1.1,F,F,1.1,F,F,1.8,1.8,1.2,F,F,1.5,1.7,1.7,2.1,2.1,F,1.9,1.5,1.5,1.4,1.8,1.6,1.8,1.8,1.4,1.4,F,5.1,F,2.1,1.1,F,1.9,1.1,1.4,1.4,1.8,2.3,1.9,2.0,2.0,1.5,2.5,5.1,1.2,F,F,F,0.7,1.3,1.3,1.0,1.4,2.3,2.3,2.0,2.0,2.5,2.5,0.6,0.8,0.7,F,1.4,F,1.1,1.1,1.0,1.1,1.1,1.0,1.2,1.4,1.0,1.0,0.2,F,1.4,F,0.7,1.1,F,F,F,0.5,0.5,1.1,1.4,1.2,1.4,1.4,0.3,0.7,F,F,F,0.7,0.7,0.7,1.1,0.5,0.6,0.6,0.3,0.3,0.3,1.4,0.2,F,F,F,F,F,0.9,0.9,1.1,1.1,1.5,1.5,F,0.5,0.5,0.2,F,F,1.1,F,F,0.8,0.8,F,1.0,1.1,1.5,1.5,1.5,1.4,1.4,0.2,1.3,1.3,1.3,1.2,1.2,1.2,0.8,0.1,F,1.4,1.4,1.1,1.1,1.4,1.4,F,0.8,0.8,0.9,F,F,F,1.4,1.4,1.4
MOD15A2H.A2024017.h30v12.006.2024027231217.Lai_500m,MOD15A2H,A2024017,Lat-33.6152Lon150.7236Samp17Line17,2024027231217,4.0,5.8,6.0,6.5,3.5,3.5,1.5,2.5,3.3,3.1,3.3,2.8,2.7,3.4,1.9,1.1,0.8,4.0,6.0,3.2,2.2,2.8,3.2,2.7,2.9,2.9,3.0,3.1,2.5,2.4,1.5,0.7,0.9,F,6.0,6.0,2.5,2.4,3.2,2.7,3.1,3.1,2.6,2.8,3.0,2.8,1.4,0.9,2.8,F,2.2,6.0,2.5,2.4,2.5,2.5,2.7,3.1,2.5,2.4,3.0,2.8,3.4,3.2,1.4,1.9,1.2,1.9,2.1,2.1,2.1,2.3,2.2,2.6,2.5,2.4,3.1,1.9,1.7,2.1,1.4,1.5,1.7,1.4,F,2.0,2.5,2.0,2.3,2.7,2.5,1.3,1.9,2.2,2.6,1.2,1.3,1.2,1.6,F,F,F,2.3,2.7,2.7,2.7,2.6,1.9,3.7,2.3,1.1,1.5,1.5,1.4,3.2,2.6,1.9,F,F,1.7,1.7,3.0,1.8,1.7,2.5,F,F,1.2,2.3,2.8,2.2,2.6,1.5,F,F,1.7,3.1,2.4,2.8,1.6,F,1.0,1.9,1.7,1.5,1.6,2.1,2.3,2.2,1.6,1.4,3.1,4.2,2.1,2.7,1.5,F,1.5,1.0,1.9,2.0,2.3,2.9,1.8,2.3,2.1,1.7,2.7,3.5,2.2,2.6,F,F,1.1,1.1,1.7,1.4,2.3,2.2,2.5,1.7,1.3,1.3,2.2,2.2,2.2,2.4,F,0.7,F,1.2,1.0,1.4,1.4,1.4,2.0,1.2,1.5,1.5,3.0,2.3,F,1.4,F,1.1,1.3,F,F,F,1.4,1.4,1.7,2.4,1.4,1.5,1.6,1.1,1.7,F,F,F,0.5,0.7,0.8,1.6,1.5,1.5,1.5,1.8,2.0,1.7,2.1,1.2,F,F,F,F,F,0.8,1.0,1.1,1.1,2.0,2.3,1.5,1.4,2.2,1.6,2.2,F,1.4,F,F,1.1,1.2,F,1.1,1.3,2.1,2.3,2.0,1.3,1.6,2.0,2.0,1.7,1.2,1.1,1.1,1.1,1.1,1.5,F,1.9,2.1,1.2,0.8,1.4,1.3,1.7,1.3,1.1,1.2,3.7,3.7,3.9,1.5,1.5,2.4
